2 4735
2 3329
2 4258
2 400
2 587
2 4389
2 1837
2 587
2 1837
3 2493
3 992
3 3539
3 3361
3 3539
4 394
4 503
4 1590
4 1011
4 1172
4 1573
4 1590
4 1839
6 837
6 2186
6 866
6 3907
6 968
6 1172
6 1573
6 1590
6 2485
7 4456
7 1284
7 3757
7 2523
7 210
7 1573
7 1839
7 1888
7 1172
7 1573
7 1839
7 1888
8 1888
8 4495
8 2813
8 4873
8 1573
9 1318
9 1811
9 837
9 1573
11 1573
11 1590
11 1712
11 1172
11 1839
11 1888
11 2087
12 2148
12 2665
12 3361
12 4224
12 2485
12 2523
12 2545
12 1172
12 1573
13 2665
13 3049
13 4249
13 4326
13 4894
13 1839
13 2523
13 2991
13 3296
14 1046
14 2523
14 3154
14 3757
14 4768
14 2485
14 824
14 1888
14 2485
15 2545
15 2665
15 4903
15 2527
15 400
15 2523
15 1888
15 2087
16 1888
16 3705
16 1318
16 1046
16 1417
16 1839
17 1839
17 188
17 682
17 2523
17 1172
17 1573
17 1590
17 2485
17 2523
18 1216
18 1839
18 3717
18 275
18 400
18 2225
19 1172
19 1212
19 1811
19 1839
19 2523
19 4894
19 1839
20 4224
20 4249
20 2294
20 2485
20 2665
20 2807
20 2991
21 2306
21 2986
21 2472
21 4648
21 512
21 1461
21 2523
21 1839
21 1888
21 2523
21 3632
22 3987
22 1837
22 2472
22 2779
22 1089
22 211
22 2129
23 837
23 869
23 1046
23 1318
23 1573
23 1004
23 1172
24 1172
24 1212
24 1573
24 1590
24 1811
24 1839
24 2523
24 2545
24 2991
24 1839
28 71
28 4648
28 3369
28 4894
28 4592
28 1888
28 1046
28 2523
28 211
28 2523
30 1172
30 1573
30 499
30 837
30 1004
30 1888
31 211
31 210
31 2685
31 1318
31 2485
31 2523
31 3539
31 1837
31 2129
31 3049
31 1046
32 1172
32 1573
32 1657
32 2523
32 2545
32 2665
33 211
33 2973
33 2523
33 2485
33 2523
33 2341
33 3632
33 4894
33 1311
34 4973
34 3361
34 292
34 4224
34 499
34 837
34 869
34 1004
34 1046
35 4170
35 1837
35 587
35 3049
35 400
35 2129
35 211
35 400
36 71
36 2369
36 1318
36 2991
36 3049
36 3329
36 3717
36 211
37 1590
37 1839
37 1573
37 1811
37 2148
37 2523
38 512
38 549
38 2728
38 3353
38 3965
38 1329
38 211
38 1046
38 2485
38 2523
39 2965
39 394
39 3763
39 2215
39 1172
39 1839
39 2294
39 1172
40 824
40 3987
40 2129
40 400
40 4903
40 1573
40 1839
40 2523
41 1004
41 4238
41 1417
41 4873
41 1578
41 2523
41 3632
42 1573
42 2807
42 2991
42 3361
42 4941
42 1590
42 1839
42 1888
43 3987
43 1839
43 4572
43 2523
43 1318
43 2523
44 4873
44 4874
44 1212
44 4249
44 4366
44 211
44 2523
44 1839
45 2001
45 2827
45 1657
45 1839
45 3632
45 1573
45 2523
45 2485
45 2523
45 4903
45 1888
45 2523
45 1417
46 682
46 2797
46 205
46 71
46 1573
46 1839
46 1888
46 2087
46 2485
46 2523
48 4389
48 2779
48 1811
48 3717
48 1172
48 1573
48 1837
48 1839
49 1811
49 1888
49 2485
49 2523
49 4644
49 4903
49 2545
49 1172
49 1573
49 1839
49 2087
50 3361
50 3711
50 2527
50 1143
50 1046
50 1083
50 1172
50 1573
50 2485
50 2523
51 1482
51 4249
51 2991
51 2158
51 840
51 1839
51 2523
52 587
52 2129
52 3049
52 4715
52 1573
52 1811
52 2523
52 1839
52 2523
53 914
53 2523
53 3049
53 3329
53 824
53 394
53 1573
53 1839
53 1888
53 2665
53 1573
54 1639
54 824
54 3987
54 796
54 1461
54 3632
54 2523
55 400
55 1590
55 2485
55 2523
55 2991
55 3959
55 4941
55 1172
55 1573
55 1839
57 1046
57 1083
57 1172
57 1573
57 1004
57 1573
57 1811
58 1521
58 4041
58 620
58 71
58 3344
58 3757
58 1318
58 824
58 2665
59 3049
59 3329
59 3539
59 1837
59 400
59 587
59 1837
59 2129
59 2523
59 2991
59 2472
60 1172
60 1417
60 4545
60 1839
60 1888
60 2523
61 1046
61 1811
61 2097
61 2129
61 2545
61 2523
61 1839
61 2523
61 1839
61 1888
61 2523
62 3539
62 2385
62 3724
62 700
62 1046
62 3329
62 2779
62 2730
62 2129
62 2730
63 2991
63 4715
63 1172
63 1573
63 1590
63 1888
63 1318
63 208
63 1046
64 2730
64 210
64 1046
64 1811
64 2779
64 1839
64 2523
64 3539
64 2523
64 211
64 2523
64 2129
65 3757
65 1311
65 4139
65 4501
65 3183
65 1046
65 1811
65 1839
65 1888
65 4941
65 1046
65 1172
66 4903
66 3987
66 2192
66 1639
66 4258
66 2523
66 4258
66 824
67 3296
67 3361
67 4258
67 4973
67 2523
67 1839
67 1888
67 2523
68 1888
68 2523
68 3632
68 4903
68 4941
68 1839
69 4894
69 1212
69 4512
69 2337
69 562
69 2523
69 1046
69 1172
69 1573
70 778
70 869
70 512
70 587
70 1172
70 400
70 1172
70 1573
70 1172
71 1839
71 1888
71 2523
71 1046
71 2545
71 2779
71 1811
72 1837
72 2129
72 2523
72 3049
72 4258
72 3329
72 211
72 400
72 587
72 1573
72 1811
72 1839
73 824
73 3987
73 796
73 1461
73 1888
73 2523
73 2192
73 2523
74 983
74 1046
74 1839
74 2485
74 2523
74 1172
74 1573
75 682
75 3959
75 1046
75 1573
75 1839
76 211
76 2838
76 2523
76 2779
76 1046
76 3154
76 1089
76 587
76 3329
76 1046
77 1379
77 400
77 4299
77 4389
77 2769
77 1811
77 2129
77 2730
77 1811
77 2779
78 4683
78 824
78 1318
78 2730
78 2523
78 1811
78 2523
79 1590
79 1712
79 587
79 778
79 1573
79 1712
79 1811
79 1839
80 2376
80 1212
80 2665
80 4238
80 2523
80 1839
80 1888
80 2523
80 1639
80 1004
80 1172
81 801
81 4545
81 4530
81 4894
81 1573
81 1839
81 1888
82 1839
82 1888
82 499
82 1046
82 1811
82 2779
82 3165
83 586
83 171
83 856
83 1011
83 1888
83 2540
83 2523
83 4923
83 1172
83 1573
83 1839
83 1172
83 1573
83 1839
83 1172
85 4326
85 3211
85 512
85 4545
85 3361
85 1172
85 1573
85 1839
85 1888
85 2523
85 3296
86 27
86 2527
86 499
86 2545
86 2485
86 2523
86 2545
86 2485
86 2523
87 4325
87 1839
87 1212
87 4139
87 2192
87 1573
87 1888
88 1004
88 1172
88 1573
88 1590
88 1837
88 1839
88 1839
88 2523
89 1417
89 1263
89 4894
89 1172
89 1573
89 1839
90 3591
90 3739
90 1521
90 2472
90 3757
90 4903
90 4249
91 2129
91 2148
91 2485
91 1004
91 1172
91 1573
91 1839
91 1888
91 2485
92 4973
92 2472
92 1318
92 2523
92 4258
92 1004
92 1046
92 1811
93 1041
93 3717
93 1839
93 1888
93 2087
93 2523
93 2991
93 3296
93 4648
95 1712
95 1988
95 983
95 2129
95 1837
95 1839
95 1888
95 2087
97 1930
97 3226
97 1409
97 2565
97 2730
97 1046
97 1811
98 4181
98 340
98 69
98 1089
98 3048
98 210
100 1811
100 1839
100 499
100 837
100 869
100 1004
100 1573
101 824
101 4041
101 99
101 1212
101 2225
101 4629
101 1839
101 2523
101 1046
103 3974
103 3465
103 3757
103 1311
103 4139
103 4258
103 1318
103 1573
103 1839
104 837
104 1046
104 1172
104 1601
105 1573
105 1590
105 1712
105 2148
105 2485
105 2523
105 2665
105 1839
105 1888
105 2087
105 2485
105 2523
106 837
106 1172
106 1573
106 1888
106 2148
106 2485
106 2523
106 2485
106 2523
106 3296
106 3361
108 548
108 2306
108 48
108 1461
108 2192
108 2523
108 1839
108 2523
109 1811
109 1461
109 620
109 2523
109 2129
109 3705
109 1172
109 1573
109 1839
109 1888
109 1172
109 1573
110 2475
110 2080
110 4495
110 4072
110 499
110 512
110 869
110 1083
111 1089
111 3048
111 1930
111 3226
111 1409
111 2565
111 587
111 1046
111 211
111 400
111 1046
112 1811
112 1839
112 837
113 1521
113 1578
113 4844
113 3796
113 69
