1 2523 90
1 3539 90
1 4508 90
1 3547 90
1 4258 90
1 4785 90
1 1639 90
1 4844 90
1 562 90
1 3321 90
1 108 90
1 4930 90
1 53 90
1 324 90
1 3154 90
1 1844 70
1 2192 90
1 2540 90
1 4629 90
1 2187 90
1 2223 70
1 4193 70
1 113 70
1 1907 70
1 4249 90
1 4238 90
1 1378 70
1 208 70
1 3717 90
1 1046 90
2 512 90
2 778 90
2 1004 90
2 1046 90
2 1573 90
2 1590 90
2 1638 90
2 1712 90
2 1811 90
2 1888 90
2 2087 90
2 2148 90
2 2485 90
2 2523 90
3 99 90
3 499 90
3 837 90
3 869 90
3 1004 90
3 1046 90
3 1083 90
3 1601 90
3 2087 90
3 2485 90
3 2523 90
3 2991 90
4 4326 90
4 4224 100
4 499 70
4 1601 80
4 2392 70
4 4791 70
4 169 90
4 801 80
4 2567 80
4 3122 100
4 270 90
4 2851 70
4 4169 90
4 1461 90
4 1316 70
4 1988 90
4 3296 70
4 400 70
4 1172 90
5 275 90
5 400 90
5 499 90
5 587 90
5 778 90
5 968 90
5 1172 90
5 1573 90
5 1590 90
5 1839 90
5 2148 90
5 2294 90
6 812 75
6 4903 70
6 2677 70
6 468 70
6 1260 70
6 4069 70
6 682 90
6 2294 90
6 2797 90
6 1573 90
6 2087 70
6 4325 70
6 3705 70
6 824 70
6 204 70
6 960 90
6 2624 70
6 3107 90
6 829 70
7 620 90
7 3757 90
7 4139 90
7 1771 90
7 1060 90
7 1331 70
7 3183 90
7 3344 90
7 3134 90
7 3974 90
7 4501 90
7 550 70
7 1641 90
7 1794 90
8 3717 90
8 210 90
8 2341 70
8 211 90
8 499 90
8 837 90
8 1046 90
8 1172 90
8 1601 90
8 2485 90
8 2499 90
8 2523 90
8 2545 90
8 3154 90
8 3165 90
8 3350 90
8 3361 90
8 4644 90
8 4941 90
8 2128 70
8 2225 90
8 3049 70
8 4937 70
8 2460 90
8 2472 100
8 2905 100
9 1573 90
9 1839 90
9 4258 90
9 4648 90
9 3259 90
9 587 90
9 1578 90
9 482 90
9 1639 90
9 2523 90
9 1461 90
9 3739 90
10 1409 90
10 3049 90
10 69 90
10 4389 90
10 1046 90
10 2485 90
10 3717 90
10 211 90
10 3757 70
10 620 90
10 3974 90
10 2565 90
10 2129 90
10 2112 70
11 1011 90
11 1083 70
11 1842 70
11 358 90
11 400 90
11 2769 90
11 4898 90
11 1712 90
11 1837 70
11 2129 70
11 1811 90
11 1316 90
11 2316 90
11 391 70
11 4977 90
11 3028 70
12 837 90
12 1172 90
12 1573 90
12 1839 90
12 1888 90
12 2523 90
12 3165 90
12 4224 90
12 4903 90
12 4941 90
12 4957 90
12 2087 70
12 1590 70
12 4545 90
12 3705 90
13 275 90
13 400 90
13 4258 90
13 587 100
13 3183 100
13 1771 100
13 3465 100
13 2523 100
13 1839 100
13 4456 100
13 1284 90
13 3134 90
13 2293 90
13 3344 90
13 1834 90
14 3344 70
14 4266 90
14 1311 90
14 2112 90
14 2369 90
14 3329 90
14 4889 70
14 327 70
14 781 70
14 358 70
14 3604 90
15 2665 90
15 824 90
15 4249 70
15 4894 90
15 1212 70
15 1639 70
15 1811 70
15 3564 70
15 4178 70
15 4903 90
15 837 90
15 3705 70
15 4258 70
15 4325 70
15 4366 70
15 1888 90
15 4238 70
15 4923 70
15 2087 70
15 4457 70
15 1763 70
15 2129 70
15 3987 70
15 1041 70
15 1590 70
15 1316 70
15 2385 70
15 2838 90
15 4873 70
15 1440 70
15 2730 90
15 3724 70
15 4941 90
15 512 90
15 3162 90
15 4508 90
15 99 70
15 1004 90
15 2225 70
15 2316 70
15 3591 70
15 4648 90
15 165 70
15 983 70
15 400 90
15 809 70
15 3632 70
15 2357 70
15 2523 70
15 737 70
15 2034 70
15 1966 70
15 2937 70
15 1930 70
15 2814 90
15 1490 70
15 2454 90
15 108 90
16 275 90
16 400 90
16 499 90
16 512 90
16 587 90
16 869 90
16 968 90
16 1004 90
16 1573 90
16 1590 90
16 1837 90
16 1839 90
17 211 90
17 1146 90
17 3361 90
17 4292 90
17 4326 90
17 576 90
17 1329 90
17 1863 90
17 71 90
17 4648 90
17 3369 90
17 4894 90
17 4592 90
17 1888 90
17 1311 90
17 358 90
17 169 90
17 1083 90
17 1417 90
17 3746 90
17 4903 90
17 3703 90
17 2376 90
17 1842 90
17 99 90
18 4258 90
18 2523 70
18 394 70
18 3632 70
18 3987 90
18 824 70
18 1888 70
18 914 90
18 2001 90
18 3547 90
18 835 90
19 99 90
19 112 90
19 499 90
19 837 90
19 869 90
19 1004 90
19 1046 90
19 1083 90
19 1172 90
19 1573 90
19 1601 90
19 1811 90
19 1839 90
19 1888 90
19 2087 90
19 2097 90
19 2148 90
19 2485 90
19 2523 90
19 2545 90
19 2779 90
19 3165 90
19 3296 90
19 3361 90
20 1888 90
20 2148 90
20 2991 90
20 3959 90
20 4957 90
20 824 90
20 165 90
20 1803 90
20 2376 90
20 3405 90
20 1041 90
20 2523 90
20 394 90
20 1639 90
20 3321 90
20 3417 90
20 4238 90
20 4844 90
20 2223 90
20 1263 90
20 1844 90
20 2001 90
20 2827 90
20 3110 90
20 4805 90
20 4545 90
20 4903 90
20 914 90
20 2540 90
20 840 90
21 840 90
21 2306 90
21 2986 90
21 2472 90
21 4648 90
21 512 90
21 1461 90
21 1761 90
21 2523 90
21 3632 90
21 2507 90
21 809 90
21 3296 90
22 275 90
22 400 90
22 499 90
22 512 90
22 587 90
22 778 90
22 869 90
22 968 90
22 1004 90
22 1172 90
22 1573 90
22 1590 90
22 1712 90
22 1837 90
22 1839 90
22 2129 90
22 2148 90
22 2294 90
22 2485 90
22 2523 90
22 2665 90
22 2807 90
22 2991 90
22 3049 90
22 3296 90
23 4118 70
23 4648 90
23 1318 70
23 71 70
23 4874 90
23 3485 90
23 1590 90
23 3739 70
23 1041 70
23 4258 70
23 1803 70
23 4580 90
23 1483 70
24 869 90
24 1590 90
24 2807 90
24 3296 90
24 4941 90
24 400 90
24 499 90
24 968 90
24 1004 90
24 1172 90
24 1839 90
24 2148 90
24 2294 90
24 2485 90
24 2991 90
24 3361 90
24 3959 90
24 4258 90
24 4366 90
24 1573 90
25 2087 90
25 1578 90
25 4873 90
25 2485 70
25 682 70
25 2797 70
25 205 70
25 978 70
25 1910 90
25 1590 70
25 2838 90
25 188 70
25 796 70
25 2707 70
25 1888 70
25 3296 70
26 512 90
26 778 90
26 1004 90
26 1046 90
26 1172 90
26 1212 90
26 1573 90
26 1590 90
26 1638 90
26 1712 90
26 1811 90
26 1839 90
26 1888 90
26 2087 90
26 2148 90
26 2485 90
26 2523 90
27 1184 70
27 824 90
27 2499 70
27 2192 90
27 2162 70
27 1894 90
27 3971 70
27 466 70
27 914 70
27 4239 90
27 608 70
27 2187 70
27 1070 70
27 3597 70
27 3588 70
27 1461 70
27 1384 70
27 1053 90
27 4723 90
27 4889 70
27 4366 70
27 2370 70
27 1923 70
27 4433 70
27 1504 90
27 4941 90
27 4380 90
27 1197 70
28 1172 90
28 824 90
28 4258 90
28 1212 90
28 4249 90
28 4923 90
28 840 90
28 1763 90
28 2523 90
28 1839 90
28 2665 90
28 1888 90
29 3717 90
29 1004 90
29 1573 90
29 1590 90
29 1839 90
29 1888 90
29 2087 90
29 2485 90
29 2523 90
29 2991 90
29 3361 90
29 4249 90
30 1046 90
30 3855 90
30 2227 90
30 317 90
30 69 90
30 3329 90
30 4389 90
30 2326 90
30 4266 90
30 3264 90
30 1747 90
30 700 90
30 2650 90
31 99 90
31 112 90
31 499 90
31 837 90
31 869 90
31 1004 90
31 1083 90
31 1172 90
31 1573 90
31 1601 90
31 1811 90
31 1839 90
31 2087 90
31 2097 90
31 2148 90
31 2485 90
31 2523 90
31 2545 90
31 2779 90
31 3165 90
31 3296 90
31 3361 90
32 4456 90
32 824 90
32 837 90
32 1046 90
32 1172 90
32 1573 90
32 1839 90
32 1888 90
32 2485 90
32 2499 90
32 2545 90
32 3154 90
32 3350 90
32 4941 90
32 1318 100
32 1645 80
32 2523 100
33 400 90
33 1590 90
33 2485 91
33 2523 74
33 2991 90
33 3959 86
33 4941 92
33 4957 90
33 4095 86
33 4648 91
33 1837 79
33 3329 89
33 499 70
34 1461 90
34 4545 90
34 1888 70
34 4903 90
34 412 90
34 1839 70
34 2725 70
34 2986 90
34 4326 90
34 1499 90
34 3591 70
34 2136 90
35 587 90
35 1046 90
35 4889 90
35 1997 70
35 1089 90
35 3329 90
35 700 90
35 3049 90
35 211 70
35 2905 90
35 4389 90
35 210 90
35 327 90
36 1573 90
36 2991 90
36 824 70
36 3321 90
36 1888 90
36 3296 90
36 1083 90
36 1842 90
36 4545 90
36 2815 70
36 4530 90
36 1008 70
36 2584 90
36 4852 90
37 99 90
37 112 90
37 499 90
37 837 90
37 869 90
37 1004 90
37 1046 90
37 1172 90
37 1573 90
37 1601 90
37 1811 90
37 1839 90
37 1888 90
37 2087 90
37 2097 90
37 2148 90
37 2485 90
37 2523 90
